Régions;GRIP;IRA;CONS;GRIP;IRA;CONS;GRIP;IRA;CONS; TOTGRIP;Tot IRA;T,cons;TX GR;TX IRA;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Tozeur;29;25;133;15;21;115;64;45;715;108;91;963;11,2;9,4;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Medenine;19;207;706;20;169;674;58;356;2795;97;732;4175;2,3;17,5;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine1;Tataou;9;18;50;5;3;33;12;16;181;26;37;264;9,8;14,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Tunis;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Ariana;41;0;393;42;0;369;113;0;1165;196;0;1927;10,2;0,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Mannouba;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Ben Arous;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Bizerte;22;204;367;28;129;313;75;285;1679;125;618;2359;5,3;26,2;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Nabeul;147;783;1331;110;309;872;270;778;4852;527;1870;7055;7,5;26,5;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Zaghouan;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Beja;2;61;130;14;19;78;16;44;424;32;124;632;5,1;19,6;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Jendouba ;43;276;497;23;74;288;72;65;893;138;415;1678;8,2;24,7;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Le Kef;0;189;694;183;0;705;751;0;3678;934;189;5077;18,4;3,7;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Siliana;11;0;164;40;0;347;206;0;2181;257;0;2692;9,5;0,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Kairouan;86;134;1219;78;119;1365;141;275;3998;305;528;6582;4,6;8,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Sousse;46;147;602;35;56;469;119;116;4278;200;319;5349;3,7;6,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Mahdia;22;23;410;19;0;348;41;0;531;82;23;1289;6,4;1,8;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Monastir;0;0;0;0;0;0;0;0;0;0;0;0;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Kasserine;96;73;1286;130;12;643;326;40;4370;552;125;6299;8,8;2,0;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Sfax;15;222;603;58;142;782;158;278;4058;231;642;5443;4,2;11,8;;;;;;;;;;;;;;;;;;
2009;NOVEMBRE;Semaine2;Gabes;31;0;769;79;0;705;353;0;3560;463;0;5034;9,2;0,0;;;;;;;;;;;;;;;;;;
